#WBO low-side (D2PAK, TO220)
Q600,
Q601,
#WBO STM32
U602,
#low-side
Q1,"BSP78","SOT-223","C56914"
Q2,"BSP78","SOT-223","C56914"
Q3,"BSP78","SOT-223","C56914"
Q4,"BSP78","SOT-223","C56914"
